,Protein_Names,Protein_Group,Protein_Ids,Genes,First_Protein_Description,Peptides,1135-MRL_12,3057-MLL-LP1_2,3057-MLL-LS1_1,3057-MLL-NUC_3,3057-MRL-LP1_10,3057-MRL-LS1_7,3058-FRL_5,3058-FRU_13,3058-FRU-LP1_9,3058-FRU-LS1_6,3058-MRU_15,3062-MRL_4,3062-MRU_14,3062-MRU-LP1_11,3062-MRU-LS1_8
3482,CNIH2_MOUSE,O35089,O35089;A0A494B9S6,Cnih2,Protein cornichon homolog 2,1,0.0,173079.0,0.0,0.0,314807.0,0.0,0.0,0.0,157642.0,0.0,0.0,0.0,0.0,2703950.0,0.0
3483,GTR3_MOUSE,P32037,P32037,Slc2a3,"Solute carrier family 2, facilitated glucose transporter member 3",1,0.0,173063.0,0.0,0.0,226884.0,0.0,0.0,0.0,0.0,0.0,25710.9,0.0,132273.0,2256350.0,0.0
3484,LURA1_MOUSE,Q9D6I9,Q9D6I9,Lurap1,Leucine rich adaptor protein 1,4,0.0,172998.0,277413.0,0.0,327990.0,0.0,0.0,0.0,209355.0,0.0,0.0,0.0,0.0,2545390.0,0.0
3485,SHAN3-10_MOUSE,Q4ACU6-10,E9Q1P5;Q4ACU6-10;Q4ACU6-9,Shank3,"Isoform of Q4ACU6, Isoform 9 of SH3 and multiple ankyrin repeat domains protein 3",3,0.0,172872.0,0.0,0.0,242166.0,0.0,0.0,0.0,333249.0,0.0,314857.0,0.0,0.0,4229470.0,0.0
3486,PCP2_MOUSE,P12660,P12660;A0A0R4IZX8;A0A140LHG1;A0A140LI57;A8IK50,Pcp2,Purkinje cell protein 2,2,0.0,172799.0,5538780.0,0.0,0.0,0.0,0.0,0.0,218444.0,0.0,0.0,0.0,561677.0,2154430.0,229586.0
3487,PACN1_MOUSE,Q61644,Q61644;A0A384DVB1,Pacsin1,Protein kinase C and casein kinase substrate in neurons protein 1,13,0.0,172303.0,3672260.0,0.0,440746.0,0.0,0.0,0.0,45550.7,0.0,48502.0,0.0,129033.0,1686660.0,111828.0
3488,GBG12_MOUSE,Q9DAS9,Q9DAS9;A0A0N4SVT3;A0A0N4SW28,Gng12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,4,0.0,172074.0,664544.0,0.0,264209.0,0.0,0.0,0.0,142178.0,0.0,0.0,0.0,0.0,5157770.0,36208.7
3489,GCR-2_MOUSE;GCR-5_MOUSE;GCR_MOUSE,P06537;P06537-2;P06537-5,P06537;E9PUR6;E9PYV1;E9Q310;E9Q8A6;P06537-2;P06537-3;P06537-4;P06537-5,Nr3c1,Glucocorticoid receptor,6,0.0,171888.0,864773.0,0.0,343052.0,0.0,0.0,0.0,97299.7,0.0,251515.0,0.0,457665.0,2966510.0,162243.0
3490,RM10_MOUSE,Q3TBW2,Q3TBW2;A2A715,Mrpl10,"39S ribosomal protein L10, mitochondrial",4,0.0,171885.0,536136.0,0.0,293224.0,0.0,0.0,0.0,83861.1,0.0,0.0,0.0,0.0,1545920.0,0.0
3491,RELN-2_MOUSE;RELN-3_MOUSE;RELN_MOUSE,Q60841;Q60841-2;Q60841-3,Q60841;Q60841-2;Q60841-3,Reln,Reelin,5,0.0,171872.0,251160.0,0.0,264956.0,0.0,0.0,0.0,29920.0,93679.7,0.0,0.0,0.0,1602450.0,0.0
3492,CHMP5_MOUSE,Q9D7S9,Q9D7S9,Chmp5,Charged multivesicular body protein 5,3,0.0,171739.0,1054520.0,0.0,121323.0,0.0,0.0,0.0,0.0,0.0,139687.0,0.0,144147.0,1973740.0,191642.0
3493,CCAR1-3_MOUSE;CCAR1_MOUSE,Q8CH18;Q8CH18-3,Q8CH18;Q8CH18-3,Ccar1,Cell division cycle and apoptosis regulator protein 1,20,0.0,171687.0,747645.0,164774.0,0.0,0.0,0.0,0.0,0.0,0.0,2661500.0,83528.4,4037490.0,4693900.0,780207.0
3494,PPP5_MOUSE,Q60676,Q60676;F7BX26,Ppp5c,Serine/threonine-protein phosphatase 5,17,0.0,171580.0,3475610.0,0.0,161957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90204.8,1281690.0,0.0
3495,A0A1Y7VK09_MOUSE,A0A1Y7VK09,A0A1Y7VK09,Ryr2,"Isoform of E9Q401, Ryanodine receptor 2 (Fragment)",1,0.0,171456.0,182240.0,0.0,184716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101940.0,0.0
3496,PLCH2-2_MOUSE,A2AP18-2,A2AP18;A2AP18-2;A2AP18-3;A2AP18-4;A2AP18-5;F7C3A0;H3BIW6;H3BK11,Plch2,"Isoform of A2AP18, Isoform 2 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2",14,0.0,171436.0,939916.0,0.0,314534.0,0.0,0.0,0.0,86028.1,0.0,93909.8,0.0,203406.0,1678030.0,0.0
3497,PLPP_MOUSE,P60487,P60487,Pdxp,Pyridoxal phosphate phosphatase,6,0.0,171260.0,943098.0,0.0,267500.0,0.0,0.0,0.0,0.0,0.0,38494.8,0.0,0.0,515386.0,63527.1
3498,PA1B2_MOUSE,Q61206,Q61206;A0A1L1SQV7;A0A1L1SVK0,Pafah1b2,Platelet-activating factor acetylhydrolase IB subunit beta,2,0.0,170864.0,1067890.0,0.0,256670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105870.0,53368.9
3499,A2ATK9_MOUSE;A2ATL0_MOUSE,A2ATK9;A2ATL0,A2ATK9;A2ATL0;A2ATL1,Fam171a1,"Family with sequence similarity 171, member A1",7,0.0,170830.0,0.0,0.0,244469.0,0.0,0.0,0.0,176573.0,0.0,155757.0,0.0,295004.0,2718630.0,0.0
3500,F6Y616_MOUSE;G3UZS6_MOUSE,F6Y616;G3UZS6,F6Y616;G3UZS6,Paip1,"Isoform of Q8VE62, MIF4G domain-containing protein",3,0.0,170633.0,1798880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146433.0,0.0,224144.0
3501,XRN1-2_MOUSE;XRN1-3_MOUSE;XRN1_MOUSE,P97789;P97789-2;P97789-3,P97789;A0A087WNV6;A0A087WQN7;F8VQ87;P97789-2;P97789-3,Xrn1,5'-3' exoribonuclease 1,15,0.0,170583.0,787300.0,0.0,259527.0,0.0,0.0,0.0,0.0,0.0,161656.0,0.0,425439.0,2448420.0,133784.0
3502,GA2L1_MOUSE,Q8JZP9,Q8JZP9,Gas2l1,GAS2-like protein 1,9,0.0,170541.0,269245.0,0.0,211852.0,0.0,0.0,0.0,171346.0,0.0,0.0,0.0,76968.4,2667890.0,0.0
3503,LRP1B_MOUSE,Q9JI18,Q9JI18;A2API5;E9Q202,Lrp1b,Low-density lipoprotein receptor-related protein 1B,4,0.0,170212.0,0.0,0.0,273689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169150.0,0.0
3504,LC7L3-2_MOUSE;LC7L3-3_MOUSE;LC7L3_MOUSE,Q5SUF2;Q5SUF2-2;Q5SUF2-3,Q5SUF2;Q5SUF2-2;Q5SUF2-3,Luc7l3,Luc7-like protein 3,5,37797.8,170053.0,812218.0,0.0,209956.0,0.0,0.0,0.0,0.0,0.0,94512.3,0.0,222921.0,966152.0,71742.8
3505,GPSM2_MOUSE,Q8VDU0,Q8VDU0,Gpsm2,G-protein-signaling modulator 2,1,0.0,169975.0,862354.0,0.0,327187.0,0.0,0.0,0.0,77128.5,0.0,0.0,0.0,178925.0,1234380.0,107359.0
3506,GRD2I-2_MOUSE;GRD2I-3_MOUSE;GRD2I_MOUSE,Q0QWG9;Q0QWG9-2;Q0QWG9-3,Q0QWG9;Q0QWG9-2;Q0QWG9-3,Grid2ip,Delphilin,20,0.0,169885.0,492677.0,0.0,332523.0,0.0,0.0,0.0,417109.0,0.0,136890.0,0.0,188091.0,6551980.0,74288.7
3507,ANKL2_MOUSE,Q6P1H6,Q6P1H6;Q6P1H6-2;Q6P1H6-3;Q6P1H6-4,Ankle2,Ankyrin repeat and LEM domain-containing protein 2,7,0.0,169714.0,101491.0,0.0,170640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270250.0,0.0
3508,A0A6I8MWZ7_MOUSE,A0A6I8MWZ7,A0A6I8MWZ7,Trim9,"Isoform of Q8C7M3, E3 ubiquitin-protein ligase TRIM9",1,0.0,169688.0,796223.0,0.0,231473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180120.0,2306660.0,99947.0
3509,RHG25-2_MOUSE;RHG25-3_MOUSE;RHG25_MOUSE,Q8BYW1;Q8BYW1-2;Q8BYW1-3,Q8BYW1;Q8BYW1-2;Q8BYW1-3,Arhgap25,Rho GTPase-activating protein 25,6,0.0,169609.0,324059.0,0.0,213663.0,0.0,0.0,0.0,123436.0,0.0,0.0,0.0,0.0,2267430.0,0.0
3510,KHDC4-2_MOUSE;KHDC4-3_MOUSE;KHDC4_MOUSE,Q3TCX3;Q3TCX3-2;Q3TCX3-3,Q3TCX3;A0A0G2JEG2;Q3TCX3-2;Q3TCX3-3,Khdc4,KH homology domain-containing protein 4,2,0.0,169106.0,332673.0,0.0,182503.0,0.0,0.0,0.0,0.0,0.0,210389.0,0.0,261906.0,0.0,167509.0
3511,PLPP3_MOUSE,Q99JY8,Q99JY8,Plpp3,Phospholipid phosphatase 3,2,0.0,169067.0,0.0,0.0,0.0,0.0,0.0,0.0,374946.0,0.0,127874.0,0.0,41587.0,6709890.0,0.0
3512,ENOG_MOUSE,P17183,P17183;A0A0N4SUX5;D3Z6E4,Eno2,Gamma-enolase,11,0.0,169013.0,1828440.0,0.0,195364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273347.0,1918000.0,0.0
3513,MEGF8_MOUSE,P60882,P60882,Megf8,Multiple epidermal growth factor-like domains protein 8,5,0.0,169011.0,0.0,0.0,258054.0,0.0,0.0,0.0,0.0,0.0,0.0,38137.3,0.0,1470950.0,0.0
3514,DGKD_MOUSE,E9PUQ8,E9PUQ8,Dgkd,Diacylglycerol kinase delta,4,0.0,168848.0,369414.0,0.0,329312.0,0.0,0.0,0.0,103289.0,0.0,0.0,0.0,252984.0,1552620.0,56112.0
3515,RLA2_MOUSE,P99027,A0A5F8MPY2;P99027,Rplp2,60S acidic ribosomal protein P2,2,0.0,168739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404960.0,163115.0
3516,TM214_MOUSE,Q8BM55,Q8BM55;D3Z6S1;Q8BM55-2;Q8BM55-3,Tmem214,Transmembrane protein 214,2,0.0,168644.0,0.0,0.0,223218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3517,TIAM2-2_MOUSE;TIAM2-3_MOUSE;TIAM2_MOUSE,Q6ZPF3;Q6ZPF3-2;Q6ZPF3-3,Q6ZPF3;Q6ZPF3-2;Q6ZPF3-3,Tiam2,T-lymphoma invasion and metastasis-inducing protein 2,8,0.0,168585.0,880072.0,0.0,437720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2773170.0,0.0
3518,G6PD1_MOUSE,Q00612,P97324;Q00612;A3KG36;G3UWD6,G6pdx,Glucose-6-phosphate 1-dehydrogenase X,14,0.0,168547.0,1908240.0,0.0,310925.0,0.0,0.0,0.0,0.0,0.0,97179.6,0.0,306226.0,981810.0,134403.0
3519,SNAPN_MOUSE,Q9Z266,Q9Z266;Q9Z266-2,Snapin,SNARE-associated protein Snapin,3,0.0,168220.0,1838430.0,0.0,284978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41887.7
3520,MT3_MOUSE,P28184,P28184,Mt3,Metallothionein-3,3,0.0,168060.0,832759.0,0.0,243881.0,0.0,0.0,0.0,53726.9,0.0,0.0,0.0,421605.0,1964160.0,108458.0
3521,D3YYT1_MOUSE,D3YYT1,D3YYT1,Glyr1,"Isoform of Q922P9, Glyoxylate reductase 1 homolog",1,0.0,168014.0,543664.0,0.0,145992.0,0.0,0.0,0.0,20445.0,0.0,0.0,0.0,62898.7,5514770.0,0.0
3522,AAKB2_MOUSE,Q6PAM0,Q6PAM0;Q9R078,Prkab2,5'-AMP-activated protein kinase subunit beta-2,8,0.0,167795.0,564017.0,0.0,180162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95549.3,900971.0,0.0
3523,PLXA1_MOUSE,P70206,P70206,Plxna1,Plexin-A1,9,0.0,167662.0,73022.2,0.0,255131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970500.0,0.0
3524,RL5_MOUSE,P47962,P47962;D3YYV8,Rpl5,60S ribosomal protein L5,4,137680.0,167633.0,306355.0,0.0,0.0,0.0,77874.9,268689.0,190728.0,228875.0,445891.0,0.0,434934.0,1875240.0,445743.0
3525,PIHD1_MOUSE,Q9CQJ2,Q9CQJ2,Pih1d1,PIH1 domain-containing protein 1,5,0.0,167536.0,524367.0,0.0,213388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3526,A0A3B2WBC6_MOUSE,A0A3B2WBC6,A0A3B2WBC6,Polr2m,"Isoform of Q6P6I6, DNA-directed RNA polymerase II subunit GRINL1A",2,0.0,167288.0,2483710.0,0.0,259441.0,169585.0,0.0,0.0,142005.0,0.0,0.0,0.0,233894.0,1705800.0,215516.0
3527,SPICE_MOUSE,Q8C804,Q8C804,Spice1,Spindle and centriole-associated protein 1,9,0.0,166820.0,0.0,0.0,363384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988150.0,0.0
3528,NXF1_MOUSE,Q99JX7,Q99JX7;V9GXF3;V9GXW3,Nxf1,Nuclear RNA export factor 1,9,0.0,166492.0,206841.0,0.0,125657.0,0.0,0.0,0.0,50522.7,0.0,0.0,0.0,93746.6,3480900.0,32529.7
3529,TAGL_MOUSE,P37804,P37804,Tagln,Transgelin,13,0.0,166362.0,2330550.0,0.0,225435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664501.0,81165.0
3530,FRS1L_MOUSE,B1AXV0,B1AXV0,Frrs1l,DOMON domain-containing protein FRRS1L,7,0.0,166188.0,0.0,0.0,297642.0,0.0,0.0,0.0,45384.1,0.0,0.0,0.0,86663.2,1652710.0,0.0
3531,Q3U422_MOUSE,Q3U422,Q3U422,Ndufv3,"Isoform of Q8BK30, Complex I-9kD",2,0.0,166071.0,0.0,0.0,328588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267550.0,381681.0,0.0
3532,AP1S1_MOUSE,P61967,P61967;D3YXN0;D3Z0D6;D3Z268,Ap1s1,AP-1 complex subunit sigma-1A,3,0.0,165966.0,1090630.0,0.0,230625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241825.0,37528.9
3533,A0A0J9YUM2_MOUSE,A0A0J9YUM2,A0A0J9YUM2;A0A0J9YUZ5,Syngap1,"Isoform of F6SEU4, Ras/Rap GTPase-activating protein SynGAP",3,0.0,165771.0,0.0,0.0,357134.0,0.0,0.0,0.0,506822.0,0.0,462040.0,0.0,82662.3,11365100.0,0.0
3534,CNOT7_MOUSE,Q60809,Q60809;Q3TLK9,Cnot7,CCR4-NOT transcription complex subunit 7,6,0.0,165628.0,1086140.0,0.0,555930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340770.0,90909.9
3535,PSB2_MOUSE,Q9R1P3,Q9R1P3,Psmb2,Proteasome subunit beta type-2,2,55387.6,165352.0,162333.0,129577.0,231047.0,0.0,68296.7,0.0,48966.8,63253.3,148299.0,98921.0,90460.5,1916390.0,137815.0
3536,SVIL-3_MOUSE;SVIL_MOUSE,Q8K4L3;Q8K4L3-3,Q8K4L3;A0A1B0GS91;E9Q3Z5;Q8K4L2;Q8K4L3-3,Svil,Supervillin,13,0.0,165297.0,45675.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820530.0,0.0
3537,FRMD5-2_MOUSE;FRMD5-3_MOUSE;FRMD5-4_MOUSE;FRMD5_MOUSE,Q6P5H6;Q6P5H6-2;Q6P5H6-3;Q6P5H6-4,Q6P5H6;A2AR56;B0R0D4;B0R0D5;F6XM46;Q6P5H6-2;Q6P5H6-3;Q6P5H6-4,Frmd5,FERM domain-containing protein 5,1,0.0,164972.0,0.0,0.0,177166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521270.0,0.0
3538,CDC16_MOUSE,Q8R349,Q8R349,Cdc16,Cell division cycle protein 16 homolog,7,0.0,164927.0,854026.0,0.0,305711.0,0.0,0.0,0.0,38436.7,0.0,0.0,0.0,166474.0,2483040.0,0.0
3539,DNJB4_MOUSE,Q9D832,Q9D832;Q9QYJ3;Q3TYL7,Dnajb4,DnaJ homolog subfamily B member 4,5,0.0,164896.0,841675.0,0.0,133160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505680.0,0.0
3540,PIPNB_MOUSE,P53811,P53811;Q8JZZ5,Pitpnb,Phosphatidylinositol transfer protein beta isoform,5,0.0,164729.0,273684.0,0.0,296724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188680.0,116683.0
3541,GRM8_MOUSE,P47743,P47743;Q05BD6,Grm8,Metabotropic glutamate receptor 8,6,0.0,164720.0,0.0,0.0,236518.0,0.0,0.0,0.0,155026.0,0.0,0.0,0.0,0.0,4304200.0,0.0
3542,SHLB2-3_MOUSE,Q8R3V5-3,A2AWI9;Q8R3V5-3,Sh3glb2,"Isoform of Q8R3V5, Isoform 3 of Endophilin-B2",1,0.0,164612.0,401951.0,0.0,265761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,CPSF5_MOUSE,Q9CQF3,Q9CQF3,Nudt21,Cleavage and polyadenylation specificity factor subunit 5,12,650715.0,164557.0,1130350.0,334268.0,222794.0,0.0,222101.0,763541.0,37080.0,130072.0,2463430.0,483879.0,3436360.0,3620440.0,774464.0
3544,A0A0A6YY83_MOUSE;E9Q2S0_MOUSE,A0A0A6YY83;E9Q2S0,A0A0A6YY83;A2RS43;E9Q2S0,Pcdh7,Protocadherin 7,7,0.0,164547.0,157749.0,0.0,257439.0,0.0,0.0,0.0,85507.1,0.0,0.0,0.0,42564.6,2263880.0,0.0
3545,RCAN1_MOUSE,Q9JHG6,Q9JHG6;Q9JHG6-4,Rcan1,Calcipressin-1,2,0.0,164517.0,838719.0,0.0,209620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103541.0,662401.0,72221.9
3546,PSMD7_MOUSE,P26516,P26516,Psmd7,26S proteasome non-ATPase regulatory subunit 7,10,0.0,164456.0,1487520.0,0.0,264236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95525.0,1139510.0,89448.6
3547,MIF_MOUSE,P34884,P34884,Mif,Macrophage migration inhibitory factor,4,0.0,164165.0,1697850.0,0.0,250681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155242.0,0.0,0.0
3548,NDUA7_MOUSE,Q9Z1P6,Q9Z1P6,Ndufa7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,4,0.0,163956.0,0.0,0.0,329414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722686.0,0.0
3549,NEUM_MOUSE,P06837,P06837,Gap43,Neuromodulin,8,0.0,163574.0,180377.0,0.0,319689.0,0.0,49128.8,321142.0,239590.0,0.0,130851.0,58966.5,1127440.0,5056460.0,64556.4
3550,PCAT2-2_MOUSE;PCAT2_MOUSE,Q8BYI6;Q8BYI6-2,Q8BYI6;Q8BYI6-2,Lpcat2,Lysophosphatidylcholine acyltransferase 2,1,0.0,163547.0,0.0,0.0,194987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581010.0,0.0
3551,CSK_MOUSE,P41241,P41241;A0A1L1SQQ5;A0A1L1SR46;A0A1L1STA1,Csk,Tyrosine-protein kinase CSK,10,0.0,163440.0,1889110.0,0.0,282438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96286.5,2072330.0,148722.0
3552,IDHC_MOUSE,O88844,O88844;A0A087WPT4;A0A087WRS9,Idh1,Isocitrate dehydrogenase [NADP] cytoplasmic,28,0.0,163391.0,11903300.0,0.0,208965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56639.3,1287500.0,215417.0
3553,SZT2_MOUSE,A2A9C3,A2A9C3,Szt2,KICSTOR complex protein SZT2,6,0.0,163327.0,324539.0,0.0,238259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63122.4,923715.0,0.0
3554,SPF45_MOUSE,Q8JZX4,Q8JZX4,Rbm17,Splicing factor 45,12,0.0,163043.0,458078.0,0.0,117237.0,0.0,0.0,37801.5,102776.0,0.0,915823.0,48304.5,1523840.0,3129540.0,232770.0
3555,LIMS1_MOUSE,Q99JW4,Q99JW4;A0A0R4J005;A0A5F8MPJ3;E9QP62;Q9D7B2,Lims1,LIM and senescent cell antigen-like-containing domain protein 1,4,0.0,163029.0,805769.0,0.0,121818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101016.0,0.0,0.0
3556,NU160_MOUSE,Q9Z0W3,Q9Z0W3;Q9Z0W3-2,Nup160,Nuclear pore complex protein Nup160,9,0.0,163028.0,0.0,0.0,152582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3728860.0,0.0
3557,ZDHC8_MOUSE,Q5Y5T5,Q5Y5T5;A0A338P749,Zdhhc8,Palmitoyltransferase ZDHHC8,5,0.0,162924.0,0.0,0.0,264360.0,0.0,0.0,0.0,94538.0,0.0,0.0,0.0,0.0,2276680.0,0.0
3558,S39AC-2_MOUSE;S39AC_MOUSE,Q5FWH7;Q5FWH7-2,Q5FWH7;Q5FWH7-2,Slc39a12,Zinc transporter ZIP12,3,0.0,162858.0,0.0,0.0,152281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191380.0,5310090.0,0.0
3559,CRAC1_MOUSE,Q8R555,Q8R555;A0A571BE99,Crtac1,Cartilage acidic protein 1,10,0.0,162824.0,0.0,0.0,324024.0,0.0,0.0,0.0,213136.0,0.0,0.0,0.0,122909.0,5530780.0,0.0
3560,CNNM2_MOUSE,Q3TWN3,Q3TWN3;Q3TWN3-2,Cnnm2,Metal transporter CNNM2,8,0.0,162800.0,0.0,0.0,178893.0,0.0,0.0,0.0,133480.0,0.0,0.0,0.0,58161.9,4480240.0,0.0
3561,KCNN2_MOUSE,P58390,P58390;A0A1B0GT12;B4YDY0,Kcnn2,Small conductance calcium-activated potassium channel protein 2,6,0.0,162550.0,0.0,0.0,252875.0,0.0,0.0,0.0,79646.5,0.0,0.0,0.0,161850.0,2067350.0,0.0
3562,NMDE3_MOUSE,Q01098,Q01098,Grin2c,"Glutamate receptor ionotropic, NMDA 2C",8,0.0,162006.0,0.0,0.0,283288.0,0.0,0.0,0.0,115201.0,0.0,86291.4,0.0,0.0,1905140.0,0.0
3563,ADA1B_MOUSE,P97717,P97717;B1AU41;Q9DBL0,Adra1b,Alpha-1B adrenergic receptor,1,0.0,161831.0,0.0,0.0,158031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564,TDRP_MOUSE,Q8C5P7,Q8C5P7,Tdrp,Testis development-related protein,6,0.0,161759.0,527843.0,0.0,0.0,0.0,0.0,0.0,237772.0,0.0,253354.0,0.0,1017710.0,6760070.0,334394.0
3565,ARPIN_MOUSE,Q9D0A3,Q9D0A3,Arpin,Arpin,1,222272.0,161562.0,488485.0,0.0,248968.0,60410.6,0.0,342920.0,198984.0,218882.0,586515.0,0.0,510888.0,1118870.0,683410.0
3566,CAD15_MOUSE,P33146,P33146,Cdh15,Cadherin-15,6,0.0,161538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972940.0,0.0
3567,HOOK1-2_MOUSE;HOOK1_MOUSE,Q8BIL5;Q8BIL5-2,Q8BIL5;Q8BIL5-2,Hook1,Protein Hook homolog 1,4,0.0,161528.0,489150.0,0.0,284298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117521.0,731967.0,102825.0
3568,D3YWT1_MOUSE;D3Z3N4_MOUSE,D3YWT1;D3Z3N4,D3Z3N4;D3YWT1,Hnrnph3,"Isoform of D3Z3N4, Heterogeneous nuclear ribonucleoprotein H3",5,0.0,161374.0,405591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249909.0,0.0,632391.0,2648530.0,257977.0
3569,FINC_MOUSE,P11276,P11276;A0A087WR50;A0A087WS56;A0A087WSN6;B7ZNJ1;B9EHT6;Q3UHL6,Fn1,Fibronectin,57,0.0,161258.0,492108.0,0.0,142778.0,0.0,294158.0,444867.0,221006.0,0.0,0.0,224119.0,542835.0,14251500.0,0.0
3570,SPG7_MOUSE,Q3ULF4,Q3ULF4;D3YXB7;D3YZN4;F6W695,Spg7,Paraplegin,3,0.0,161121.0,0.0,0.0,264697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61677.4,805829.0,0.0
3571,CBARP_MOUSE,Q66L44,Q66L44;E9PW07,Cbarp,Voltage-dependent calcium channel beta subunit-associated regulatory protein,10,0.0,161115.0,0.0,0.0,367087.0,0.0,0.0,0.0,247359.0,0.0,91561.8,0.0,239826.0,3215030.0,0.0
3572,VANG2_MOUSE,Q91ZD4,Q91ZD4;D3YY75,Vangl2,Vang-like protein 2,2,0.0,160850.0,342071.0,0.0,305829.0,184556.0,246821.0,184100.0,151924.0,0.0,131287.0,145179.0,170151.0,132045.0,225657.0
3573,ULK1_MOUSE,O70405,O70405;A0A0R4J0B3;Q6PB82,Ulk1,Serine/threonine-protein kinase ULK1,7,0.0,160739.0,347987.0,0.0,250741.0,0.0,0.0,0.0,128128.0,0.0,77093.7,0.0,126972.0,2135950.0,0.0
3574,PARD3_MOUSE,Q99NH2,Q99NH2;A0A0R4J1Y4;A5D6P2;B7ZNY3;E0CX45;E0CXL4;E0CXR8;E0CY24;E0CZ83;E0CZE2;E9PYJ2;F6S7Z1;F6TSJ9;F6UGU7;G3XA13;Q99NH2-2;Q99NH2-3;Q99NH2-4;Q99NH2-5,Pard3,Partitioning defective 3 homolog,25,0.0,160726.0,0.0,0.0,424496.0,0.0,0.0,115433.0,374921.0,0.0,173765.0,859184.0,527412.0,8827220.0,0.0
3575,SORC3_MOUSE,Q8VI51,Q8VI51,Sorcs3,VPS10 domain-containing receptor SorCS3,2,0.0,160229.0,0.0,0.0,222276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884753.0,0.0
3576,PCS1N_MOUSE,Q9QXV0,Q9QXV0,Pcsk1n,ProSAAS,2,0.0,160095.0,211845.0,0.0,112471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109867.0,1555240.0,0.0
3577,KBL_MOUSE,O88986,O88986,Gcat,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",6,0.0,159842.0,743145.0,0.0,192721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,NSDHL_MOUSE,Q9R1J0,Q9R1J0,Nsdhl,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",2,0.0,159260.0,0.0,0.0,207528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,41_MOUSE,P48193,P48193;A0A571BEG4;A2A838;A2A839;A2A841;A2AD32;P48193-2,Epb41,Protein 4.1,15,0.0,159061.0,308364.0,105464.0,330278.0,0.0,0.0,0.0,184011.0,0.0,0.0,0.0,312923.0,3973200.0,0.0
